frame_idx,timestamp_ms,frame_w,frame_h,zone_header_mean,zone_left_mean,zone_main_mean,zone_right_mean,zone_timeline_mean,nodes_count,largest_node_x,largest_node_y,largest_node_r,edges_density,playhead_x,dominant_palette,notes
352,11733,1600,1200,#100708,#191110,#291d19,#36281f,#080404,0,-1,-1,-1,14.39611046285492,200,,
353,11766,1600,1200,#100708,#191110,#291d19,#36281f,#080404,0,-1,-1,-1,14.515130299494361,205,,
354,11800,1600,1200,#100708,#191110,#291d19,#36281f,#080404,0,-1,-1,-1,14.642966420329314,200,,
355,11833,1600,1200,#100708,#191110,#291d19,#37281f,#080404,0,-1,-1,-1,14.5235057694801,198,,
356,11866,1600,1200,#100708,#191110,#291d19,#37281f,#080404,0,-1,-1,-1,14.608142097757034,196,,
357,11900,1600,1200,#100708,#191110,#291d19,#37281f,#080404,0,-1,-1,-1,14.576403474653183,195,,
358,11933,1600,1200,#100708,#1a1110,#291d19,#37281f,#080404,0,-1,-1,-1,14.581252430960715,196,,
359,11966,1600,1200,#100708,#1a1110,#291d19,#37291f,#080404,0,-1,-1,-1,14.67734992869182,200,,
360,12000,1600,1200,#100708,#1a1110,#291d19,#37291f,#080404,0,-1,-1,-1,14.549513807856865,450,,
361,12033,1600,1200,#100708,#1a1110,#291d19,#37291f,#080404,0,-1,-1,-1,14.672941786594063,200,,
362,12066,1600,1200,#100708,#1a1110,#291d19,#37291f,#080404,0,-1,-1,-1,14.592713600414884,196,,
363,12100,1600,1200,#100708,#1a1210,#291d19,#38291f,#080504,0,-1,-1,-1,14.59624011409309,194,,
364,12133,1600,1200,#100708,#1a1210,#291d19,#382920,#080504,0,-1,-1,-1,14.613872682484118,193,,
365,12166,1600,1200,#100708,#1a1210,#291d19,#382920,#080504,0,-1,-1,-1,14.574199403604304,191,,
366,12200,1600,1200,#100708,#1a1210,#291d19,#382920,#080504,1,343,201,7,14.6341501361338,192,,
367,12233,1600,1200,#100708,#1a1210,#291d19,#382920,#080504,0,-1,-1,-1,14.639880720860884,194,,
368,12266,1600,1200,#100708,#1a1110,#291d19,#382920,#080504,1,341,201,7,14.663684688188772,445,,
369,12300,1600,1200,#100708,#1a110f,#291d19,#382920,#080504,0,-1,-1,-1,14.532322053675612,189,,
370,12333,1600,1200,#100708,#1a1110,#291d19,#382920,#080504,0,-1,-1,-1,14.629301179826268,189,,
371,12366,1600,1200,#100708,#1a1110,#291d19,#382a20,#080504,0,-1,-1,-1,14.531881239465838,188,,
372,12400,1600,1200,#100708,#1a1110,#291d19,#382a20,#080504,0,-1,-1,-1,14.561415791520808,188,,
373,12433,1600,1200,#100708,#1a1210,#291d19,#382a20,#080504,0,-1,-1,-1,14.517775184753015,188,,
374,12466,1600,1200,#100708,#1a1210,#291d19,#392a20,#080504,0,-1,-1,-1,14.508518086347724,188,,
375,12500,1600,1200,#100708,#1b1210,#291d19,#392a20,#080504,0,-1,-1,-1,14.469726435887463,441,,
376,12533,1600,1200,#100708,#1b1210,#291d19,#392a20,#080504,0,-1,-1,-1,14.472371321146117,556,,
377,12566,1600,1200,#100708,#1b1210,#291d19,#392a20,#080504,0,-1,-1,-1,14.410216517567743,190,,
378,12600,1600,1200,#100708,#1b1210,#2a1d19,#392a20,#080504,0,-1,-1,-1,14.332192402437443,189,,
379,12633,1600,1200,#070304,#1c1312,#2d1f1a,#2e2118,#100b09,2,877,918,7,13.930169843122002,831,,
380,12666,1600,1200,#070304,#1c1312,#2d1f1a,#2e2118,#100b09,0,-1,-1,-1,13.953532996240114,832,,
381,12700,1600,1200,#070304,#1b1312,#2d1f1a,#2e2118,#100b09,0,-1,-1,-1,14.123687281213536,1292,,
382,12733,1600,1200,#070304,#1b1212,#2d1f1a,#2e2118,#100b09,0,-1,-1,-1,14.042577466614807,1289,,
383,12766,1600,1200,#070304,#1b1211,#2d201a,#2f2118,#100a09,0,-1,-1,-1,14.069467133411123,1291,,
384,12800,1600,1200,#070304,#1b1211,#2d1f1a,#2f2118,#100a09,0,-1,-1,-1,14.134707636457929,1293,,
385,12833,1600,1200,#070304,#1b1211,#2d1f1a,#2f2119,#0f0a09,0,-1,-1,-1,14.299131336704265,1294,,
386,12866,1600,1200,#070304,#1a1211,#2d1f1a,#2f2219,#0f0a09,0,-1,-1,-1,14.271360041488396,837,,
387,12900,1600,1200,#070304,#1a1211,#2d1f1a,#2f2219,#0f0a09,0,-1,-1,-1,14.22992350576948,1297,,
388,12933,1600,1200,#070304,#1a1210,#2d1f1a,#2f2219,#0f0a09,0,-1,-1,-1,14.300453779333592,1297,,
389,12966,1600,1200,#070304,#1a1110,#2d1f1a,#2f2219,#0f0a09,0,-1,-1,-1,14.232127576818359,1297,,
390,13000,1600,1200,#070304,#1a1110,#2d1f1a,#2f2219,#0f0a09,1,881,963,7,14.256372358356023,1299,,
391,13033,1600,1200,#070304,#1a1110,#2d1f1a,#2f2219,#0f0a09,1,886,917,7,14.294723194606508,1300,,
392,13066,1600,1200,#070304,#1a1110,#2d1f1a,#302219,#0f0a09,1,886,917,7,14.479424348502528,1301,,
393,13100,1600,1200,#070304,#1a1110,#2d1f1a,#302219,#0f0a09,0,-1,-1,-1,14.507195643718397,1301,,
394,13133,1600,1200,#070304,#1a1110,#2d201a,#302219,#0f0a09,0,-1,-1,-1,14.52747309736808,1303,,
395,13166,1600,1200,#070304,#1a1110,#2d201a,#302219,#0f0a09,0,-1,-1,-1,14.593595228834435,1303,,
396,13200,1600,1200,#070304,#1a1110,#2d201a,#302219,#0f0a09,0,-1,-1,-1,14.579048359911837,1305,,
397,13233,1600,1200,#070304,#1a1110,#2d201a,#302219,#0f0a09,0,-1,-1,-1,14.750965901724362,1306,,
398,13266,1600,1200,#070303,#1a1110,#2d201a,#302319,#0e0a09,0,-1,-1,-1,14.784026967457539,835,,
399,13300,1600,1200,#070303,#1a1110,#2d201a,#302319,#0e0909,0,-1,-1,-1,14.772124983793596,1307,,
400,13333,1600,1200,#070303,#1a1110,#2d201b,#312319,#0e0908,0,-1,-1,-1,14.951095552962531,1309,,
401,13366,1600,1200,#070303,#1a1110,#2d201b,#31231a,#0e0908,0,-1,-1,-1,15.030001296512381,1309,,
402,13400,1600,1200,#070303,#1a1110,#2d201b,#31231a,#0e0908,0,-1,-1,-1,15.174147543109036,1309,,
403,13433,1600,1200,#070303,#1a1110,#2d201a,#31231a,#0e0908,0,-1,-1,-1,14.951977181382082,815,,
404,13466,1600,1200,#070303,#1a1210,#2d201b,#31231a,#0e0908,0,-1,-1,-1,15.119927395306625,1312,,
405,13500,1600,1200,#070303,#1a1210,#2d201b,#31231a,#0e0908,0,-1,-1,-1,15.224400363023467,1313,,
406,13533,1600,1200,#070303,#1a1210,#2e201b,#31231a,#0e0908,0,-1,-1,-1,15.244237002463374,1317,,
407,13566,1600,1200,#070303,#1a1210,#2e211b,#31231a,#0e0908,0,-1,-1,-1,15.27950213924543,1316,,
408,13600,1600,1200,#070303,#1a1210,#2e211b,#32231a,#0e0908,0,-1,-1,-1,15.151225204200701,1319,,
409,13633,1600,1200,#070303,#1a1210,#2e211b,#32231a,#0e0908,0,-1,-1,-1,15.147698690522494,1316,,
410,13666,1600,1200,#070203,#1a1210,#2f211b,#32231a,#0e0908,1,748,889,7,15.050719564371839,1317,,
411,13700,1600,1200,#070203,#1a1211,#2f211b,#32231a,#0e0908,2,729,911,7,14.648256190846622,1320,,
412,13733,1600,1200,#070203,#1a1211,#2f211b,#32231a,#0e0908,1,711,929,7,14.336159730325425,1264,,
413,13766,1600,1200,#070203,#1a1211,#2f221b,#32231a,#0e0908,0,-1,-1,-1,14.047426422922339,1321,,
414,13800,1600,1200,#070203,#1a1211,#2f221b,#32231a,#0e0908,2,693,905,7,14.025385712433554,1323,,
415,13833,1600,1200,#070203,#1a1211,#2f221b,#32231a,#0e0908,0,-1,-1,-1,13.899312848437702,1321,,
416,13866,1600,1200,#070203,#1a1211,#2f221b,#32231a,#0e0908,1,676,875,7,14.243147932062751,1323,,
417,13900,1600,1200,#070203,#1b1211,#2f221b,#32241a,#0e0908,1,671,873,7,14.036846881887723,1322,,
418,13933,1600,1200,#080203,#1b1311,#2f221b,#32241a,#0e0908,1,670,901,7,13.95485543886944,1327,,
419,13966,1600,1200,#080203,#1b1311,#2f221b,#33241a,#0e0908,0,-1,-1,-1,13.8975495915986,1328,,
420,14000,1600,1200,#080203,#1b1311,#2f221b,#33241a,#0e0908,0,-1,-1,-1,13.818203033838973,1327,,
421,14033,1600,1200,#080203,#1b1311,#30221b,#33241a,#0e0908,0,-1,-1,-1,13.993206275119928,1324,,
422,14066,1600,1200,#080203,#1b1311,#30221b,#33241a,#0e0908,0,-1,-1,-1,13.93545961363931,1329,,
423,14100,1600,1200,#080203,#1b1311,#30221b,#33241a,#0e0908,2,661,875,7,13.734889148191366,1326,,
424,14133,1600,1200,#080203,#1b1311,#30221b,#33241b,#0e0908,0,-1,-1,-1,13.696979126150655,1331,,
425,14166,1600,1200,#080203,#1b1311,#30221b,#33241b,#0e0908,1,657,921,7,13.608816284195514,1332,,
426,14200,1600,1200,#080203,#1b1312,#30221b,#33241b,#0e0908,0,-1,-1,-1,13.729158563464281,1333,,
427,14233,1600,1200,#080203,#1b1312,#2f221b,#33241b,#0e0908,0,-1,-1,-1,13.22045896538312,1330,,
428,14266,1600,1200,#080203,#1b1312,#2f221b,#33241b,#0e0908,0,-1,-1,-1,13.410890704006222,1334,,
429,14300,1600,1200,#080203,#1b1312,#2f221b,#33241b,#0e0908,1,661,949,7,13.373421496175288,1332,,
430,14333,1600,1200,#080203,#1b1312,#2f221b,#34241b,#0e0908,0,-1,-1,-1,13.424115130299494,1333,,
431,14366,1600,1200,#080203,#1b1312,#2f221b,#34251b,#0e0908,1,661,876,7,13.42147024504084,1334,,
432,14400,1600,1200,#080203,#1b1312,#2f221b,#34251b,#0e0908,0,-1,-1,-1,13.458498638661998,1334,,
433,14433,1600,1200,#080203,#1b1412,#2f221b,#34251b,#0d0908,1,659,923,7,13.408686632957345,1335,,
434,14466,1600,1200,#080203,#1b1412,#2f221b,#34251b,#0d0908,1,661,947,7,13.375625567224168,1336,,
435,14500,1600,1200,#080203,#1b1412,#2f221b,#34251b,#0d0908,1,659,873,7,13.574432775833008,1339,,
436,14533,1600,1200,#080203,#1c1413,#2f221b,#34251b,#0d0908,0,-1,-1,-1,13.497290289122262,1338,,
437,14566,1600,1200,#080203,#1c1413,#2f221b,#34251b,#0d0908,0,-1,-1,-1,13.33947880202256,1285,,
438,14600,1600,1200,#080203,#1c1413,#2f221b,#34251b,#0d0908,0,-1,-1,-1,13.50258005963957,1286,,
439,14633,1600,1200,#080203,#1c1413,#2f221b,#34251b,#0d0908,0,-1,-1,-1,13.466874108647737,1342,,
440,14666,1600,1200,#080203,#1c1413,#2f221b,#34251b,#0d0908,0,-1,-1,-1,13.288344353688577,1342,,
441,14700,1600,1200,#080203,#1c1413,#2f221b,#34251b,#0d0908,0,-1,-1,-1,13.326695189939064,1341,,
442,14733,1600,1200,#080203,#1c1413,#2f221b,#35251b,#0d0908,0,-1,-1,-1,13.08380656035265,1344,,
443,14766,1600,1200,#080303,#1c1414,#2f221b,#35251c,#0d0908,0,-1,-1,-1,13.23588746272527,1344,,
444,14800,1600,1200,#080303,#1c1514,#2f221b,#35251c,#0d0908,0,-1,-1,-1,13.335070659924803,1345,,
445,14833,1600,1200,#090303,#1c1514,#2f221b,#35251c,#0d0808,0,-1,-1,-1,13.335070659924803,1345,,
446,14866,1600,1200,#090303,#1c1514,#2f221b,#35251c,#0d0808,0,-1,-1,-1,13.53431868274342,1345,,
447,14900,1600,1200,#090303,#1c1514,#2f221b,#35251c,#0d0808,0,-1,-1,-1,13.524179955918578,1346,,
448,14933,1600,1200,#090303,#1c1514,#2f221b,#35261c,#0d0808,0,-1,-1,-1,13.480098534941009,1346,,
449,14966,1600,1200,#090303,#1c1515,#2f221b,#35261c,#0d0808,0,-1,-1,-1,13.282172954751719,1345,,
450,15000,1600,1200,#090303,#1d1515,#2f221b,#35261c,#0d0808,0,-1,-1,-1,13.534759496953196,1347,,
451,15033,1600,1200,#090303,#1d1515,#2f221a,#35261c,#0d0808,0,-1,-1,-1,13.350499157266952,1349,,
452,15066,1600,1200,#090303,#1d1515,#2f221a,#35261c,#0d0808,0,-1,-1,-1,13.43469467133411,1349,,
453,15100,1600,1200,#090303,#1d1615,#2f221a,#35261c,#0d0808,2,673,929,7,13.225748735900428,1349,,
454,15133,1600,1200,#090303,#1d1615,#2f221a,#35261c,#0d0808,0,-1,-1,-1,13.01724361467652,1349,,
455,15166,1600,1200,#090303,#1d1615,#2f221a,#35261c,#0d0808,0,-1,-1,-1,13.42058861662129,1349,,
456,15200,1600,1200,#090303,#1d1615,#2f221a,#35261c,#0d0808,0,-1,-1,-1,13.11466355503695,1351,,
457,15233,1600,1200,#090303,#1d1616,#2f221a,#36261c,#0d0808,0,-1,-1,-1,13.349176714637625,1351,,
458,15266,1600,1200,#090303,#1d1616,#2f221a,#36261c,#0d0808,0,-1,-1,-1,13.309944249967588,1351,,
459,15300,1600,1200,#090303,#1d1616,#2f211a,#36261c,#0d0808,0,-1,-1,-1,13.266303643199793,1351,,
460,15333,1600,1200,#090303,#1d1616,#2f211a,#36261c,#0d0808,0,-1,-1,-1,13.434253857124336,1353,,
461,15366,1600,1200,#0a0303,#1d1616,#2f211a,#36261c,#0d0808,0,-1,-1,-1,13.54049008168028,1355,,
462,15400,1600,1200,#0a0303,#1d1616,#2f211a,#36261c,#0d0808,0,-1,-1,-1,13.55371450797355,1355,,
463,15433,1600,1200,#0a0303,#1d1616,#2f211a,#36261c,#0c0808,0,-1,-1,-1,13.860521197977441,1355,,
464,15466,1600,1200,#0a0303,#1d1616,#2f211a,#36261c,#0c0808,0,-1,-1,-1,13.082484117723324,1355,,
465,15500,1600,1200,#0a0303,#1d1616,#2f211a,#36261c,#0c0808,0,-1,-1,-1,13.7251912355763,1355,,
466,15533,1600,1200,#0a0303,#1d1616,#2f211a,#36261c,#0c0808,1,676,951,7,13.275119927395307,1356,,
467,15566,1600,1200,#0a0303,#1d1616,#2f211a,#36261c,#0c0808,0,-1,-1,-1,13.079398418254895,1356,,
468,15600,1600,1200,#0a0304,#1d1616,#2f211a,#36261c,#0c0808,0,-1,-1,-1,13.509192272786205,1357,,
469,15633,1600,1200,#0a0303,#1d1616,#2f211a,#36261c,#0c0808,0,-1,-1,-1,13.477012835472578,1357,,
470,15666,1600,1200,#0a0304,#1d1615,#2f211a,#36261c,#0c0808,0,-1,-1,-1,13.181226500713082,1357,,
471,15700,1600,1200,#0a0304,#1d1615,#2f211a,#36261c,#0c0808,0,-1,-1,-1,13.200181511733437,1358,,
472,15733,1600,1200,#0a0304,#1d1615,#2f211a,#36261c,#0c0808,0,-1,-1,-1,13.485829119668093,1358,,
473,15766,1600,1200,#0a0304,#1d1615,#2f211a,#36261c,#0c0808,0,-1,-1,-1,13.298483080513419,1359,,
474,15800,1600,1200,#0a0304,#1d1515,#2e211a,#36261c,#0c0808,0,-1,-1,-1,13.413976403474653,1359,,
475,15833,1600,1200,#0a0304,#1c1515,#2e211a,#36261c,#0c0808,0,-1,-1,-1,13.51800855698172,1361,,
476,15866,1600,1200,#0a0304,#1c1515,#2e211a,#36261c,#0c0808,0,-1,-1,-1,13.602644885258654,1361,,
477,15900,1600,1200,#0a0304,#1c1514,#2e211a,#36271d,#0c0808,0,-1,-1,-1,13.623803967327888,1361,,
478,15933,1600,1200,#0a0304,#1c1514,#2e211a,#37271d,#0c0808,0,-1,-1,-1,13.622922338908337,1362,,
479,15966,1600,1200,#0a0304,#1c1514,#2e211a,#37271d,#0c0808,0,-1,-1,-1,13.425878387138598,1362,,
480,16000,1600,1200,#0a0304,#1c1514,#2e211a,#37271d,#0c0808,0,-1,-1,-1,13.952210553610787,1362,,
